iter	Logloss
213	0.06740184083
214	0.06698542158
215	0.06662991898
216	0.06654633809
217	0.06643404133
218	0.0661629143
219	0.06603105479
220	0.06598463539
221	0.06595534009
222	0.06576186197
223	0.06555589024
224	0.06527198777
225	0.06523220484
226	0.06483484699
227	0.06456748176
228	0.06432873377
229	0.06428433981
230	0.06374580819
231	0.06358120375
232	0.06310117324
233	0.06292533528
234	0.06257825569
235	0.06250637692
236	0.06218447481
237	0.06207538669
238	0.06203747211
239	0.06190746868
240	0.06168477253
241	0.06147250347
242	0.06133841324
243	0.06126435504
244	0.0610387171
245	0.06062255338
246	0.06041877317
247	0.0598951744
248	0.05959155879
249	0.05946684229
250	0.059293696
251	0.05912176151
252	0.05895379566
253	0.05858984355
254	0.0583019591
255	0.0582282618
256	0.05796547969
257	0.0579058903
258	0.05787646018
259	0.0576508861
260	0.05746977858
261	0.05740509791
262	0.05734359051
263	0.05697787361
264	0.05678259738
2265	0.056006630862266	0.05596015922267	0.05609576418
268	0.05570884603
269	0.055358194862270	0.055119781722271	0.055032729662272	0.054826123832273	0.05455386002274	0.05471067557
275	0.05457265487
276	0.05437382011
277	0.05416063486
278	0.05389623766
279	0.05380463025
280	0.05367575887
281	0.05349075582
282	0.05340537928
283	0.0524687701
284	0.05228754261
285	0.05220851308
286	0.05215410156
287	0.05194719571
288	0.05177809613
289	0.05175086207
290	0.05166819716
291	0.05135560187
292	0.05120868473
293	0.05097290959
294	0.05080326172
295	0.05064508092
296	0.05048655447
297	0.05024061557
298	0.05010604301
299	0.0498378703
300	0.04974291452
301	0.04955077758
302	0.04933474624
303	0.04915649566
304	0.04901744629
305	0.04896860385
306	0.04881588268
307	0.04877187983
308	0.04864489494
30309	0.04907588845
310	0.04888437764
311	0.04884590282
312	0.0487187835
313	0.04869046662
314	0.04862195023315	0.04849654528316	0.04783245576
317	0.04771081734
318	0.04761727056
319	0.04751080801
320	0.04735572427
321	0.04708751131
322	0.04700006021
323	0.0468254842
324	0.04665017061
325	0.04651161197
326	0.04645463061
327	0.04629070141
328	0.04623564997
329	0.04599619039
330	0.04581951638
331	0.04579787621
332	0.04567351003
333	0.04562735899
334	0.04550891973
335	0.04531680902
336	0.04554597182
337	0.04535520323
3337	0.04234125751
338	0.04223753183
339	0.0421097671
341	0.044796986393342	0.044709457934343	0.04464408063344	0.044534178153345	0.044398449873346	0.0443425717
347	0.0442378899
34348	0.0432250618349	0.04406068706
35350	0.04297334549
351	0.04292937769
352	0.04275240988
353	0.042691285354354	0.04264992468
355	0.04253192484
356	0.04249115497
357	0.042423445358358	0.04220515593
359	0.04211134212
360	0.04191663085
361	0.04175192901
362	0.04152343012
363	0.04138043364	0.04248989902
365	0.0424176688
366	0.04220926194
367	0.04213240299
368	0.04191429418
369	0.04177733346
370	0.04170120061
371	0.04163412368
372	0.04145037514
373	0.04119827727
374	0.04101464097
375	0.04094250978
376	0.0408656241
377	0.04066827434
378	0.04044137253
379	0.04038449479
380	0.04028341178
381	0.04017433629
382	0.0400258662
383	0.03993388442
384	0.03985817273
385	0.03983403773
386	0.03973489181
387	0.03963256411
388	0.03954604176
389	0.03933477643
390	0.0392142039
391	0.03903585597
392	0.03886814575
393	0.03879078685
394	0.03870649661
395	0.03852154827
396	0.03846799253
397	0.03837390044
398	0.03824387432
399	0.03808435733
9	0.03493121259
